score system npt_6.0.gro  atoms 21087
train system npt_3.0.gro  R2 [0.757, 0.752, 0.755]
proposals per point 40  seed 21  kT 2.4943

radius 0.50  waters 19
    move    step    RMS nm     dU/kT     accept
  jiggle   2.000    0.0355  8571.911  0.000e+00
  jiggle   2.000    0.0356  9212.844  0.000e+00
  jiggle   2.000    0.0357  9711.686  0.000e+00
  jiggle   2.000    0.0359 10735.348  0.000e+00
  jiggle   2.000    0.0360  9697.685  0.000e+00
  jiggle   2.000    0.0360 10003.772  0.000e+00
  jiggle   2.000    0.0361  9972.833  0.000e+00
  jiggle   2.000    0.0362  9027.536  0.000e+00
  jiggle   2.000    0.0362  9641.965  0.000e+00
  jiggle   2.000    0.0362  9819.580  0.000e+00
  jiggle   2.000    0.0362 10931.085  0.000e+00
  jiggle   2.000    0.0363 13762.885  0.000e+00
  jiggle   2.000    0.0363 12132.480  0.000e+00
  jiggle   2.000    0.0363  9363.873  0.000e+00
  jiggle   2.000    0.0363  8995.514  0.000e+00
  jiggle   2.000    0.0363  9963.825  0.000e+00
  jiggle   2.000    0.0363 11357.544  0.000e+00
  jiggle   2.000    0.0364 10774.129  0.000e+00
  jiggle   2.000    0.0364 10257.315  0.000e+00
  jiggle   2.000    0.0364  9749.878  0.000e+00
  jiggle   2.000    0.0364  9819.091  0.000e+00
  jiggle   2.000    0.0364  8595.220  0.000e+00
  jiggle   2.000    0.0364 11675.577  0.000e+00
  jiggle   2.000    0.0365 10686.907  0.000e+00
  jiggle   2.000    0.0365 10068.243  0.000e+00
  jiggle   2.000    0.0365  9941.782  0.000e+00
  jiggle   2.000    0.0365 10427.237  0.000e+00
  jiggle   2.000    0.0366 11677.976  0.000e+00
  jiggle   2.000    0.0366 10695.019  0.000e+00
  jiggle   2.000    0.0367 11665.717  0.000e+00
  jiggle   2.000    0.0367 11543.146  0.000e+00
  jiggle   2.000    0.0368 11325.233  0.000e+00
  jiggle   2.000    0.0368 10971.044  0.000e+00
  jiggle   2.000    0.0368 10130.284  0.000e+00
  jiggle   2.000    0.0369 10545.793  0.000e+00
  jiggle   2.000    0.0369 11910.703  0.000e+00
  jiggle   2.000    0.0373 10595.926  0.000e+00
  jiggle   3.000    0.0532 42716.988  0.000e+00
  jiggle   3.000    0.0537 43414.117  0.000e+00
  jiggle   3.000    0.0537 63606.852  0.000e+00
  jiggle   3.000    0.0537 30858.347  0.000e+00
  jiggle   3.000    0.0538 92887.149  0.000e+00
  jiggle   3.000    0.0539 54169.316  0.000e+00
  jiggle   3.000    0.0539 82276.016  0.000e+00
  jiggle   3.000    0.0539 105898.130  0.000e+00
  jiggle   3.000    0.0541 58879.463  0.000e+00
  jiggle   3.000    0.0541 48580.134  0.000e+00
  jiggle   3.000    0.0542 71548.342  0.000e+00
  jiggle   3.000    0.0543 76159.299  0.000e+00
  jiggle   3.000    0.0543 220400.268  0.000e+00
  jiggle   3.000    0.0543 507928.259  0.000e+00
  jiggle   3.000    0.0543 60717.588  0.000e+00
  jiggle   3.000    0.0544 43692.121  0.000e+00
  jiggle   3.000    0.0544 68809.528  0.000e+00
  jiggle   3.000    0.0544 64072.914  0.000e+00
  jiggle   3.000    0.0545 46357.914  0.000e+00
  jiggle   3.000    0.0545 68573.471  0.000e+00
  jiggle   3.000    0.0546 60143.976  0.000e+00
  jiggle   3.000    0.0546 63762.997  0.000e+00
  jiggle   3.000    0.0546 72864.566  0.000e+00
  jiggle   3.000    0.0547 61612.577  0.000e+00
  jiggle   3.000    0.0547 60699.694  0.000e+00
  jiggle   3.000    0.0547 58626.572  0.000e+00
  jiggle   3.000    0.0547 76282.697  0.000e+00
  jiggle   3.000    0.0547 47137.787  0.000e+00
  jiggle   3.000    0.0548 64673.292  0.000e+00
  jiggle   3.000    0.0548 79028.979  0.000e+00
  jiggle   3.000    0.0548 45657.065  0.000e+00
  jiggle   3.000    0.0548 39798.642  0.000e+00
  jiggle   3.000    0.0549 62627.400  0.000e+00
  jiggle   3.000    0.0549 116978.000  0.000e+00
  jiggle   3.000    0.0550 87998.540  0.000e+00
  jiggle   3.000    0.0551 149355.899  0.000e+00
  jiggle   3.000    0.0551 354727.062  0.000e+00
  jiggle   3.000    0.0553 66022.084  0.000e+00
  jiggle   3.000    0.0554 144154.987  0.000e+00
  jiggle   3.000    0.0555 59309.349  0.000e+00

  rotate   0.005    0.0031    10.612  2.463e-05
  rotate   0.005    0.0031     7.692  4.563e-04
  rotate   0.005    0.0031    13.919  9.017e-07
  rotate   0.005    0.0031     4.159  1.562e-02
  rotate   0.005    0.0031    11.000  1.670e-05
  rotate   0.005    0.0031    10.900  1.846e-05
  rotate   0.005    0.0031     9.284  9.294e-05
  rotate   0.005    0.0031     4.435  1.185e-02
  rotate   0.005    0.0031     0.000  1.000e+00
  rotate   0.005    0.0031     2.643  7.111e-02
  rotate   0.005    0.0031     7.680  4.620e-04
  rotate   0.005    0.0031    11.426  1.091e-05
  rotate   0.005    0.0032    17.740  1.975e-08
  rotate   0.005    0.0032     7.605  4.981e-04
  rotate   0.005    0.0032     8.469  2.098e-04
  rotate   0.005    0.0032     3.195  4.098e-02
  rotate   0.005    0.0032     0.276  7.591e-01
  rotate   0.005    0.0032     3.784  2.274e-02
  rotate   0.005    0.0032     5.137  5.877e-03
  rotate   0.005    0.0032     8.482  2.072e-04
  rotate   0.005    0.0032    11.213  1.350e-05
  rotate   0.005    0.0032     0.113  8.934e-01
  rotate   0.005    0.0032     3.320  3.615e-02
  rotate   0.005    0.0032    11.752  7.877e-06
  rotate   0.005    0.0032     3.307  3.661e-02
  rotate   0.005    0.0032     4.836  7.939e-03
  rotate   0.005    0.0032    11.514  9.994e-06
  rotate   0.005    0.0032     7.630  4.858e-04
  rotate   0.005    0.0032    -2.506  1.000e+00
  rotate   0.005    0.0032    12.867  2.583e-06
  rotate   0.005    0.0032     4.635  9.701e-03
  rotate   0.005    0.0032     2.380  9.251e-02
  rotate   0.005    0.0032     7.843  3.926e-04
  rotate   0.005    0.0032     3.508  2.996e-02
  rotate   0.005    0.0032     6.665  1.275e-03
  rotate   0.005    0.0032    10.499  2.757e-05
  rotate   0.005    0.0032     2.055  1.281e-01
  rotate   0.005    0.0032    10.499  2.757e-05
  rotate   0.005    0.0032     9.233  9.772e-05
  rotate   0.005    0.0032     4.911  7.364e-03
  rotate   0.010    0.0063    12.002  6.131e-06
  rotate   0.010    0.0063    17.565  2.354e-08
  rotate   0.010    0.0063    15.360  2.135e-07
  rotate   0.010    0.0063    20.509  1.239e-09
  rotate   0.010    0.0063    32.599  6.958e-15
  rotate   0.010    0.0063    24.004  3.759e-11
  rotate   0.010    0.0063    32.048  1.208e-14
  rotate   0.010    0.0063    25.783  6.345e-12
  rotate   0.010    0.0063    25.921  5.528e-12
  rotate   0.010    0.0063    23.904  4.155e-11
  rotate   0.010    0.0063    39.464  7.258e-18
  rotate   0.010    0.0063    20.308  1.514e-09
  rotate   0.010    0.0063    33.964  1.776e-15
  rotate   0.010    0.0063    32.223  1.013e-14
  rotate   0.010    0.0063    16.713  5.517e-08
  rotate   0.010    0.0063    30.306  6.890e-14
  rotate   0.010    0.0063    29.818  1.123e-13
  rotate   0.010    0.0063    19.156  4.794e-09
  rotate   0.010    0.0063    23.290  7.677e-11
  rotate   0.010    0.0063    39.753  5.441e-18
  rotate   0.010    0.0063    28.640  3.646e-13
  rotate   0.010    0.0063    21.624  4.063e-10
  rotate   0.010    0.0063    14.733  3.994e-07
  rotate   0.010    0.0063    32.023  1.238e-14
  rotate   0.010    0.0063    28.151  5.944e-13
  rotate   0.010    0.0063    13.819  9.967e-07
  rotate   0.010    0.0063    29.241  1.998e-13
  rotate   0.010    0.0063    24.819  1.665e-11
  rotate   0.010    0.0063    36.583  1.295e-16
  rotate   0.010    0.0063    11.150  1.437e-05
  rotate   0.010    0.0063    23.140  8.922e-11
  rotate   0.010    0.0063    22.426  1.822e-10
  rotate   0.010    0.0063    25.320  1.009e-11
  rotate   0.010    0.0063    23.704  5.077e-11
  rotate   0.010    0.0063    28.126  6.095e-13
  rotate   0.010    0.0063    29.542  1.480e-13
  rotate   0.010    0.0063    25.282  1.047e-11
  rotate   0.010    0.0063    16.149  9.695e-08
  rotate   0.010    0.0063    47.470  2.421e-21
  rotate   0.010    0.0063    31.860  1.457e-14
  rotate   0.020    0.0125   107.619  1.827e-47
  rotate   0.020    0.0126    87.736  7.882e-39
  rotate   0.020    0.0126    96.907  8.201e-43
  rotate   0.020    0.0126    90.756  3.849e-40
  rotate   0.020    0.0126    86.559  2.559e-38
  rotate   0.020    0.0126   107.631  1.804e-47
  rotate   0.020    0.0126    89.377  1.527e-39
  rotate   0.020    0.0126   108.233  9.890e-48
  rotate   0.020    0.0126   100.052  3.533e-44
  rotate   0.020    0.0126    88.864  2.553e-39
  rotate   0.020    0.0126    80.996  6.667e-36
  rotate   0.020    0.0126   110.162  1.436e-48
  rotate   0.020    0.0126   112.455  1.451e-49
  rotate   0.020    0.0126   112.668  1.172e-49
  rotate   0.020    0.0126    73.905  8.008e-33
  rotate   0.020    0.0126    81.685  3.347e-36
  rotate   0.020    0.0126    89.603  1.219e-39
  rotate   0.020    0.0126   115.800  5.115e-51
  rotate   0.020    0.0126   112.856  9.715e-50
  rotate   0.020    0.0126   114.234  2.449e-50
  rotate   0.020    0.0126    87.987  6.135e-39
  rotate   0.020    0.0126   111.477  3.854e-49
  rotate   0.020    0.0126    88.463  3.811e-39
  rotate   0.020    0.0126    94.151  1.291e-41
  rotate   0.020    0.0126   114.534  1.813e-50
  rotate   0.020    0.0126   117.428  1.003e-51
  rotate   0.020    0.0126    92.585  6.180e-41
  rotate   0.020    0.0126   122.177  8.697e-54
  rotate   0.020    0.0126   113.332  6.035e-50
  rotate   0.020    0.0127   116.313  3.060e-51
  rotate   0.020    0.0127   129.067  8.847e-57
  rotate   0.020    0.0127   102.758  2.360e-45
  rotate   0.020    0.0127   124.833  6.107e-55
  rotate   0.020    0.0127   120.623  4.112e-53
  rotate   0.020    0.0127   126.198  1.559e-55
  rotate   0.020    0.0127   105.865  1.056e-46
  rotate   0.020    0.0127   102.394  3.394e-45
  rotate   0.020    0.0127   116.439  2.700e-51
  rotate   0.020    0.0127   105.301  1.855e-46
  rotate   0.020    0.0127   121.513  1.689e-53
  rotate   0.030    0.0188   236.122 2.841e-103
  rotate   0.030    0.0188   214.047  1.098e-93
  rotate   0.030    0.0188   250.705 1.319e-109
  rotate   0.030    0.0189   224.671  2.670e-98
  rotate   0.030    0.0189   241.108 1.941e-105
  rotate   0.030    0.0189   227.453  1.654e-99
  rotate   0.030    0.0189   214.110  1.031e-93
  rotate   0.030    0.0189   255.028 1.750e-111
  rotate   0.030    0.0189   247.122 4.745e-108
  rotate   0.030    0.0189   255.666 9.236e-112
  rotate   0.030    0.0189   210.126  5.540e-92
  rotate   0.030    0.0189   193.927  6.008e-85
  rotate   0.030    0.0189   192.185  3.428e-84
  rotate   0.030    0.0189   255.040 1.728e-111
  rotate   0.030    0.0189   274.659 5.211e-120
  rotate   0.030    0.0189   202.007  1.859e-88
  rotate   0.030    0.0189   266.904 1.216e-116
  rotate   0.030    0.0189   254.815 2.165e-111
  rotate   0.030    0.0189   205.879  3.873e-90
  rotate   0.030    0.0189   272.379 5.095e-119
  rotate   0.030    0.0189   273.194 2.257e-119
  rotate   0.030    0.0189   219.873  3.239e-96
  rotate   0.030    0.0190   266.729 1.449e-116
  rotate   0.030    0.0190   197.134  2.431e-86
  rotate   0.030    0.0190   262.996 6.060e-115
  rotate   0.030    0.0190   199.928  1.488e-87
  rotate   0.030    0.0190   200.892  5.669e-88
  rotate   0.030    0.0190   215.388  2.873e-94
  rotate   0.030    0.0190   180.321  4.871e-79
  rotate   0.030    0.0190   259.989 1.226e-113
  rotate   0.030    0.0190   211.805  1.034e-92
  rotate   0.030    0.0190   266.328 2.164e-116
  rotate   0.030    0.0190   224.258  4.037e-98
  rotate   0.030    0.0190   227.102  2.349e-99
  rotate   0.030    0.0190   204.137  2.210e-89
  rotate   0.030    0.0190   260.465 7.613e-114
  rotate   0.030    0.0190   273.970 1.038e-119
  rotate   0.030    0.0190   279.658 3.515e-122
  rotate   0.030    0.0190   236.899 1.306e-103
  rotate   0.030    0.0191   227.390  1.761e-99
  rotate   0.050    0.0314   746.904  0.000e+00
  rotate   0.050    0.0314   647.466 6.442e-282
  rotate   0.050    0.0314   755.035  0.000e+00
  rotate   0.050    0.0314   614.015 2.170e-267
  rotate   0.050    0.0314   673.037 5.057e-293
  rotate   0.050    0.0314   742.481 3.458e-323
  rotate   0.050    0.0314   689.987 2.199e-300
  rotate   0.050    0.0315   759.294  0.000e+00
  rotate   0.050    0.0315   794.862  0.000e+00
  rotate   0.050    0.0315   631.254 7.074e-275
  rotate   0.050    0.0315   592.980 2.964e-258
  rotate   0.050    0.0315   640.250 8.771e-279
  rotate   0.050    0.0315   643.257 4.337e-280
  rotate   0.050    0.0315   751.276  0.000e+00
  rotate   0.050    0.0315   723.914 4.055e-315
  rotate   0.050    0.0315   661.836 3.700e-288
  rotate   0.050    0.0316   776.621  0.000e+00
  rotate   0.050    0.0316   607.463 1.521e-264
  rotate   0.050    0.0316   804.321  0.000e+00
  rotate   0.050    0.0316   796.554  0.000e+00
  rotate   0.050    0.0316   851.253  0.000e+00
  rotate   0.050    0.0316   740.139 3.656e-322
  rotate   0.050    0.0316   773.477  0.000e+00
  rotate   0.050    0.0316   841.180  0.000e+00
  rotate   0.050    0.0316   905.851  0.000e+00
  rotate   0.050    0.0316   638.032 8.055e-278
  rotate   0.050    0.0316   877.813  0.000e+00
  rotate   0.050    0.0316   760.911  0.000e+00
  rotate   0.050    0.0317   857.154  0.000e+00
  rotate   0.050    0.0317   633.923 4.906e-276
  rotate   0.050    0.0317   646.151 2.401e-281
  rotate   0.050    0.0317   709.544 7.061e-309
  rotate   0.050    0.0317   768.190  0.000e+00
  rotate   0.050    0.0317   843.585  0.000e+00
  rotate   0.050    0.0317   841.819  0.000e+00
  rotate   0.050    0.0317   764.519  0.000e+00
  rotate   0.050    0.0317   785.028  0.000e+00
  rotate   0.050    0.0317   830.393  0.000e+00
  rotate   0.050    0.0317   838.010  0.000e+00
  rotate   0.050    0.0317   844.375  0.000e+00
  rotate   0.080    0.0502  2662.379  0.000e+00
  rotate   0.080    0.0502  2050.531  0.000e+00
  rotate   0.080    0.0502  1984.582  0.000e+00
  rotate   0.080    0.0502  2305.959  0.000e+00
  rotate   0.080    0.0502  2292.216  0.000e+00
  rotate   0.080    0.0503  2119.099  0.000e+00
  rotate   0.080    0.0503  2875.850  0.000e+00
  rotate   0.080    0.0503  2602.193  0.000e+00
  rotate   0.080    0.0503  2558.268  0.000e+00
  rotate   0.080    0.0503  2721.889  0.000e+00
  rotate   0.080    0.0504  1973.193  0.000e+00
  rotate   0.080    0.0504  2015.978  0.000e+00
  rotate   0.080    0.0504  2677.087  0.000e+00
  rotate   0.080    0.0504  2540.603  0.000e+00
  rotate   0.080    0.0504  2933.706  0.000e+00
  rotate   0.080    0.0505  2563.392  0.000e+00
  rotate   0.080    0.0505  1989.154  0.000e+00
  rotate   0.080    0.0505  2528.438  0.000e+00
  rotate   0.080    0.0505  2021.002  0.000e+00
  rotate   0.080    0.0505  3012.259  0.000e+00
  rotate   0.080    0.0505  3434.327  0.000e+00
  rotate   0.080    0.0505  2313.075  0.000e+00
  rotate   0.080    0.0505  2496.203  0.000e+00
  rotate   0.080    0.0505  2282.093  0.000e+00
  rotate   0.080    0.0505  2240.599  0.000e+00
  rotate   0.080    0.0505  2503.344  0.000e+00
  rotate   0.080    0.0506  2544.174  0.000e+00
  rotate   0.080    0.0506  2658.270  0.000e+00
  rotate   0.080    0.0506  2333.685  0.000e+00
  rotate   0.080    0.0506  2194.682  0.000e+00
  rotate   0.080    0.0506  2541.756  0.000e+00
  rotate   0.080    0.0506  2395.475  0.000e+00
  rotate   0.080    0.0507  2527.035  0.000e+00
  rotate   0.080    0.0507  2853.374  0.000e+00
  rotate   0.080    0.0507  2260.168  0.000e+00
  rotate   0.080    0.0507  2362.337  0.000e+00
  rotate   0.080    0.0508  2380.453  0.000e+00
  rotate   0.080    0.0508  3050.821  0.000e+00
  rotate   0.080    0.0508  2436.192  0.000e+00
  rotate   0.080    0.0508  2443.345  0.000e+00
  rotate   0.120    0.0753 17043.276  0.000e+00
  rotate   0.120    0.0753 15375.781  0.000e+00
  rotate   0.120    0.0753 13782.160  0.000e+00
  rotate   0.120    0.0753 10687.458  0.000e+00
  rotate   0.120    0.0754 22144.703  0.000e+00
  rotate   0.120    0.0754 10720.126  0.000e+00
  rotate   0.120    0.0754  8010.039  0.000e+00
  rotate   0.120    0.0754 10919.001  0.000e+00
  rotate   0.120    0.0754  9964.076  0.000e+00
  rotate   0.120    0.0755 12244.578  0.000e+00
  rotate   0.120    0.0755 12151.893  0.000e+00
  rotate   0.120    0.0755 11157.735  0.000e+00
  rotate   0.120    0.0755 12348.926  0.000e+00
  rotate   0.120    0.0756 12739.035  0.000e+00
  rotate   0.120    0.0756 10911.265  0.000e+00
  rotate   0.120    0.0756 11022.961  0.000e+00
  rotate   0.120    0.0756 14218.454  0.000e+00
  rotate   0.120    0.0756 10607.383  0.000e+00
  rotate   0.120    0.0756  9138.976  0.000e+00
  rotate   0.120    0.0756 16491.676  0.000e+00
  rotate   0.120    0.0756  8135.642  0.000e+00
  rotate   0.120    0.0756 17171.428  0.000e+00
  rotate   0.120    0.0756 10135.214  0.000e+00
  rotate   0.120    0.0757 16539.403  0.000e+00
  rotate   0.120    0.0757 13821.624  0.000e+00
  rotate   0.120    0.0757 12991.250  0.000e+00
  rotate   0.120    0.0757 11327.589  0.000e+00
  rotate   0.120    0.0758 12808.768  0.000e+00
  rotate   0.120    0.0758 24256.735  0.000e+00
  rotate   0.120    0.0758 10403.452  0.000e+00
  rotate   0.120    0.0758  9267.962  0.000e+00
  rotate   0.120    0.0759 11204.015  0.000e+00
  rotate   0.120    0.0759 10768.441  0.000e+00
  rotate   0.120    0.0759 21177.218  0.000e+00
  rotate   0.120    0.0759  9455.969  0.000e+00
  rotate   0.120    0.0760 14554.502  0.000e+00
  rotate   0.120    0.0761 12494.707  0.000e+00
  rotate   0.120    0.0761 11716.457  0.000e+00
  rotate   0.120    0.0762 11398.906  0.000e+00
  rotate   0.120    0.0762 12194.940  0.000e+00

 learned   0.050    0.0014   -80.294  1.000e+00
 learned   0.050    0.0014   -81.372  1.000e+00
 learned   0.050    0.0014   -82.512  1.000e+00
 learned   0.050    0.0014   -81.196  1.000e+00
 learned   0.050    0.0014   -81.071  1.000e+00
 learned   0.050    0.0014   -81.209  1.000e+00
 learned   0.050    0.0014   -81.560  1.000e+00
 learned   0.050    0.0014   -81.434  1.000e+00
 learned   0.050    0.0014   -81.685  1.000e+00
 learned   0.050    0.0014   -81.485  1.000e+00
 learned   0.050    0.0014   -81.447  1.000e+00
 learned   0.050    0.0014   -82.086  1.000e+00
 learned   0.050    0.0014   -80.445  1.000e+00
 learned   0.050    0.0014   -81.434  1.000e+00
 learned   0.050    0.0014   -81.785  1.000e+00
 learned   0.050    0.0014   -81.723  1.000e+00
 learned   0.050    0.0014   -82.374  1.000e+00
 learned   0.050    0.0014   -81.785  1.000e+00
 learned   0.050    0.0014   -80.996  1.000e+00
 learned   0.050    0.0014   -82.161  1.000e+00
 learned   0.050    0.0014   -82.174  1.000e+00
 learned   0.050    0.0014   -79.843  1.000e+00
 learned   0.050    0.0014   -81.121  1.000e+00
 learned   0.050    0.0014   -83.101  1.000e+00
 learned   0.050    0.0014   -81.284  1.000e+00
 learned   0.050    0.0014   -80.983  1.000e+00
 learned   0.050    0.0014   -81.071  1.000e+00
 learned   0.050    0.0014   -81.272  1.000e+00
 learned   0.050    0.0014   -80.608  1.000e+00
 learned   0.050    0.0014   -82.086  1.000e+00
 learned   0.050    0.0014   -80.933  1.000e+00
 learned   0.050    0.0014   -81.134  1.000e+00
 learned   0.050    0.0014   -79.881  1.000e+00
 learned   0.050    0.0014   -83.163  1.000e+00
 learned   0.050    0.0014   -80.745  1.000e+00
 learned   0.050    0.0014   -80.395  1.000e+00
 learned   0.050    0.0014   -80.357  1.000e+00
 learned   0.050    0.0014   -81.485  1.000e+00
 learned   0.050    0.0014   -82.123  1.000e+00
 learned   0.050    0.0014   -79.067  1.000e+00
 learned   0.100    0.0029  -138.576  1.000e+00
 learned   0.100    0.0029  -138.288  1.000e+00
 learned   0.100    0.0029  -138.313  1.000e+00
 learned   0.100    0.0029  -136.609  1.000e+00
 learned   0.100    0.0029  -134.843  1.000e+00
 learned   0.100    0.0029  -140.556  1.000e+00
 learned   0.100    0.0029  -139.115  1.000e+00
 learned   0.100    0.0029  -138.000  1.000e+00
 learned   0.100    0.0029  -140.882  1.000e+00
 learned   0.100    0.0029  -133.377  1.000e+00
 learned   0.100    0.0029  -138.213  1.000e+00
 learned   0.100    0.0029  -136.284  1.000e+00
 learned   0.100    0.0029  -140.756  1.000e+00
 learned   0.100    0.0029  -140.318  1.000e+00
 learned   0.100    0.0029  -137.461  1.000e+00
 learned   0.100    0.0029  -138.464  1.000e+00
 learned   0.100    0.0029  -141.232  1.000e+00
 learned   0.100    0.0029  -136.284  1.000e+00
 learned   0.100    0.0029  -139.453  1.000e+00
 learned   0.100    0.0029  -137.399  1.000e+00
 learned   0.100    0.0029  -138.413  1.000e+00
 learned   0.100    0.0029  -139.942  1.000e+00
 learned   0.100    0.0029  -137.073  1.000e+00
 learned   0.100    0.0029  -136.835  1.000e+00
 learned   0.100    0.0029  -138.301  1.000e+00
 learned   0.100    0.0029  -135.169  1.000e+00
 learned   0.100    0.0029  -136.509  1.000e+00
 learned   0.100    0.0029  -138.226  1.000e+00
 learned   0.100    0.0029  -137.624  1.000e+00
 learned   0.100    0.0029  -137.587  1.000e+00
 learned   0.100    0.0029  -136.622  1.000e+00
 learned   0.100    0.0029  -135.820  1.000e+00
 learned   0.100    0.0029  -136.309  1.000e+00
 learned   0.100    0.0029  -136.158  1.000e+00
 learned   0.100    0.0029  -137.937  1.000e+00
 learned   0.100    0.0029  -137.286  1.000e+00
 learned   0.100    0.0029  -138.163  1.000e+00
 learned   0.100    0.0029  -136.634  1.000e+00
 learned   0.100    0.0029  -139.165  1.000e+00
 learned   0.100    0.0029  -136.271  1.000e+00
 learned   0.200    0.0059  -181.649  1.000e+00
 learned   0.200    0.0059  -181.724  1.000e+00
 learned   0.200    0.0059  -176.299  1.000e+00
 learned   0.200    0.0059  -181.298  1.000e+00
 learned   0.200    0.0059  -183.879  1.000e+00
 learned   0.200    0.0059  -182.463  1.000e+00
 learned   0.200    0.0059  -179.644  1.000e+00
 learned   0.200    0.0059  -185.558  1.000e+00
 learned   0.200    0.0059  -184.180  1.000e+00
 learned   0.200    0.0059  -182.313  1.000e+00
 learned   0.200    0.0059  -177.715  1.000e+00
 learned   0.200    0.0059  -176.738  1.000e+00
 learned   0.200    0.0059  -183.278  1.000e+00
 learned   0.200    0.0059  -177.828  1.000e+00
 learned   0.200    0.0059  -178.868  1.000e+00
 learned   0.200    0.0059  -183.465  1.000e+00
 learned   0.200    0.0059  -181.524  1.000e+00
 learned   0.200    0.0059  -186.021  1.000e+00
 learned   0.200    0.0059  -184.505  1.000e+00
 learned   0.200    0.0059  -177.903  1.000e+00
 learned   0.200    0.0059  -188.276  1.000e+00
 learned   0.200    0.0059  -179.356  1.000e+00
 learned   0.200    0.0059  -180.020  1.000e+00
 learned   0.200    0.0059  -183.403  1.000e+00
 learned   0.200    0.0059  -182.188  1.000e+00
 learned   0.200    0.0059  -181.787  1.000e+00
 learned   0.200    0.0059  -184.004  1.000e+00
 learned   0.200    0.0059  -180.108  1.000e+00
 learned   0.200    0.0059  -183.779  1.000e+00
 learned   0.200    0.0059  -179.519  1.000e+00
 learned   0.200    0.0059  -180.271  1.000e+00
 learned   0.200    0.0059  -177.038  1.000e+00
 learned   0.200    0.0059  -185.370  1.000e+00
 learned   0.200    0.0059  -183.979  1.000e+00
 learned   0.200    0.0059  -183.603  1.000e+00
 learned   0.200    0.0059  -185.407  1.000e+00
 learned   0.200    0.0059  -182.438  1.000e+00
 learned   0.200    0.0059  -177.051  1.000e+00
 learned   0.200    0.0059  -177.978  1.000e+00
 learned   0.200    0.0059  -177.565  1.000e+00
 learned   0.350    0.0106   -31.960  1.000e+00
 learned   0.350    0.0106   -39.176  1.000e+00
 learned   0.350    0.0106   -45.591  1.000e+00
 learned   0.350    0.0106   -42.333  1.000e+00
 learned   0.350    0.0106   -41.319  1.000e+00
 learned   0.350    0.0106   -33.451  1.000e+00
 learned   0.350    0.0106   -39.214  1.000e+00
 learned   0.350    0.0106   -33.313  1.000e+00
 learned   0.350    0.0106   -37.660  1.000e+00
 learned   0.350    0.0107   -33.150  1.000e+00
 learned   0.350    0.0107   -40.554  1.000e+00
 learned   0.350    0.0107   -36.470  1.000e+00
 learned   0.350    0.0107   -37.422  1.000e+00
 learned   0.350    0.0107   -35.117  1.000e+00
 learned   0.350    0.0107   -36.270  1.000e+00
 learned   0.350    0.0107   -34.140  1.000e+00
 learned   0.350    0.0107   -30.732  1.000e+00
 learned   0.350    0.0107   -32.348  1.000e+00
 learned   0.350    0.0107   -30.832  1.000e+00
 learned   0.350    0.0107   -26.335  1.000e+00
 learned   0.350    0.0107   -29.717  1.000e+00
 learned   0.350    0.0107   -28.051  1.000e+00
 learned   0.350    0.0107   -34.866  1.000e+00
 learned   0.350    0.0107   -35.756  1.000e+00
 learned   0.350    0.0107   -33.163  1.000e+00
 learned   0.350    0.0107   -25.470  1.000e+00
 learned   0.350    0.0107   -36.407  1.000e+00
 learned   0.350    0.0107   -28.815  1.000e+00
 learned   0.350    0.0107   -27.625  1.000e+00
 learned   0.350    0.0107   -30.933  1.000e+00
 learned   0.350    0.0107   -37.134  1.000e+00
 learned   0.350    0.0107   -37.422  1.000e+00
 learned   0.350    0.0107   -26.197  1.000e+00
 learned   0.350    0.0107   -31.158  1.000e+00
 learned   0.350    0.0107   -35.581  1.000e+00
 learned   0.350    0.0107   -16.938  1.000e+00
 learned   0.350    0.0107   -31.158  1.000e+00
 learned   0.350    0.0107   -37.648  1.000e+00
 learned   0.350    0.0107   -35.418  1.000e+00
 learned   0.350    0.0107   -35.693  1.000e+00
 learned   0.500    0.0156   376.127 4.469e-164
 learned   0.500    0.0156   385.523 3.711e-168
 learned   0.500    0.0156   359.539 7.147e-157
 learned   0.500    0.0156   385.310 4.592e-168
 learned   0.500    0.0156   380.687 4.674e-166
 learned   0.500    0.0156   373.045 9.744e-163
 learned   0.500    0.0156   382.015 1.239e-166
 learned   0.500    0.0156   382.579 7.049e-167
 learned   0.500    0.0156   397.475 2.392e-173
 learned   0.500    0.0156   373.032 9.866e-163
 learned   0.500    0.0156   380.612 5.039e-166
 learned   0.500    0.0156   381.702 1.694e-166
 learned   0.500    0.0156   392.226 4.556e-171
 learned   0.500    0.0156   391.223 1.241e-170
 learned   0.500    0.0157   382.867 5.284e-167
 learned   0.500    0.0157   383.406 3.083e-167
 learned   0.500    0.0157   398.678 7.185e-174
 learned   0.500    0.0157   389.419 7.539e-170
 learned   0.500    0.0157   398.089 1.295e-173
 learned   0.500    0.0157   392.539 3.331e-171
 learned   0.500    0.0157   387.979 3.185e-169
 learned   0.500    0.0157   400.494 1.168e-174
 learned   0.500    0.0157   395.759 1.331e-172
 learned   0.500    0.0157   387.227 6.753e-169
 learned   0.500    0.0157   392.702 2.830e-171
 learned   0.500    0.0157   399.492 3.182e-174
 learned   0.500    0.0157   405.506 7.782e-177
 learned   0.500    0.0157   389.482 7.082e-170
 learned   0.500    0.0157   377.768 8.659e-165
 learned   0.500    0.0157   387.051 8.048e-169
